Class of Orbit;Country of Operator/Owner;Apogee (Kilometers);Contractor;COSPAR Number;Country of Contractor;Country/Organization of UN Registry;Eccentricity;Launch Site;Launch Vehicle;NORAD Number;Official Name of Satellite;Operator/Owner;Perigee (Kilometers);Purpose;Users
LEO;USA;1202;National Reconnaissance Laboratory;2011-006A;USA;USA;0.000198;Vandenberg AFB;Minotaur 4;37364;USA 225;National Reconnaissance Office (NRO);1199;Technology Development;Military
LEO;Germany;700;University of Würzburg;2013-066AG;Germany;Germany;0.00762;Dombarovsky Air Base;Dnepr;39446;UWE-3;University of Würzburg;593;Communications;Civil
LEO;China;1205;DFH Satellite;2009-072B;China;China;0.000793;Taiyuan Launch Center;Long March 4C;36122;XW-1;DFH Satellite/AMSAT-China;1193;Communications;Civil
LEO;China;535;DFH Satellite/CAMSAT;2015-049E;China;NR;0.00123;Taiyuan Launch Center;Long March 6;40903;XW-2A;Chinese Amateur Satellite (CAMSAT);518;Communications;Civil
LEO;China;539;DFH Satellite/CAMSAT;2015-049N;China;NR;0.00138;Taiyuan Launch Center;Long March 6;40911;XW-2B;Chinese Amateur Satellite (CAMSAT);520;Communications;Civil
LEO;China;538;DFH Satellite/CAMSAT;2015-049H;China;NR;0.00138;Taiyuan Launch Center;Long March 6;40906;XW-2C;Chinese Amateur Satellite (CAMSAT);519;Communications;Civil
LEO;China;539;DFH Satellite/CAMSAT;2015-049J;China;NR;0.00138;Taiyuan Launch Center;Long March 6;40907;XW-2D;Chinese Amateur Satellite (CAMSAT);520;Communications;Civil
LEO;China;538;DFH Satellite/CAMSAT;2015-049L;China;NR;0.00138;Taiyuan Launch Center;Long March 6;40909;XW-2E;Chinese Amateur Satellite (CAMSAT);519;Communications;Civil
LEO;China;540;DFH Satellite/CAMSAT;2015-049M;China;NR;0.00145;Taiyuan Launch Center;Long March 6;40910;XW-2F;Chinese Amateur Satellite (CAMSAT);520;Communications;Civil
LEO;Iraq;698;La Sapienza University of Rome;2014-033AK;Italy;Iraq;0.00619;Dombarovsky Air Base;Dnepr;40043;TIGRISat;La Sapienza University of Rome;611;Earth Observation;Civil
LEO;Japan;553;Kyushu University;2014-070D;Japan;NR;0.00341;Dombarovsky Air Base;Dnepr;40301;Qsat-EOS;Kyushu University;506;Earth Observation;Civil
LEO;Japan;569;Tokyo Institute of Technology, Tokyo University of Science and JAXA;2014-070E;Japan;NR;0.00463;Dombarovsky Air Base;Dnepr;40302;TSUBAME;Tokyo Institute of Technology, Tokyo University of Science and JAXA;505;Earth Observation;Civil
LEO;Japan;629;Wakayama University and other Japanese universities;2014-029B;Japan;Japan;0.0005;Tanegashima Space Center;H-2A;39767;UNIFORM 1;Wakayama University (UNIFORM consortium);622;Earth Observation;Civil
LEO;Japan;630;Tohoku University/Hokkaido University;2014-029D;Japan;Japan;0.000357;Tanegashima Space Center;H-2A;39769;Rising-2;Tohoku University/Hokkaido University;625;Earth Observation;Civil
LEO;Japan;627;University of Tokyo;2009-002B;Japan;Japan;0.00193;Tanegashima Space Center;H2A;33493;Prism;University of Tokyo;600;Earth Observation;Civil
LEO;India;517;Indian Space Research Organization (ISRO);2016-040B;India;NR;0.00116;Satish Dhawan Space Center;PSLV XL;41600;Sathyabamasat;Sathyabama University/IRSO;501;Earth Science;Civil
LEO;Belgium;621;Innovative Solutions in Space (ISIS);2014-033R;Netherlands;Belgium;0.00115;Dombarovsky Air Base;Dnepr;40025;QB50Pl;von Karman Institute;605;Space Science;Civil
LEO;Belgium;622;Innovative Solutions in Space (ISIS);2014-033Y;Netherlands;Belgium;0.00107;Dombarovsky Air Base;Dnepr;40032;QB50P2;von Karman Institute;607;Space Science;Civil
LEO;China;653;Zhejiang University;2010-047B;China;China;0.00243;Jiuquan Satellite Launch Center;Long March 2D;37166;ZP-1B;Zhejiang University;619;Space Science;Civil
LEO;China;653;Zhejiang University;2010-047C;China;China;0.00235;Jiuquan Satellite Launch Center;Long March 2D;37167;ZP-1C;Zhejiang University;620;Space Science;Civil
LEO;Peru;640;Institute for Radio Astronomy at Pontificia Universidad Católica del Perú (PUCP);2013-066AC;Peru;NR;0.00365;Dombarovsky Air Base;Dnepr;39442;PUCPSat-1;Institute for Radio Astronomy at Pontificia Universidad Católica del Perú (PUCP);589;Technology Development;Civil
LEO;South Africa;683;Cape Peninsula University of Technology (CPUT);2013-066B;South Africa;NR;0.00635;Dombarovsky Air Base;Dnepr;39417;ZACube-1;Cape Peninsula University of Technology;594;Technology Development;Civil
LEO;Ukraine;626;National Technical University;2014-033AJ;Ukraine;NR;0.00143;Dombarovsky Air Base;Dnepr;40042;PolyITAN-1;National Technical University;606;Technology Development;Civil
LEO;China;486;Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites;2015-051B;China;NR;0.00146;Jiuquan Satellite Launch Center;Long March 11;40926;TW-1C;Nanjing University of Aeronautics and Astronautics;466;Technology Development;Civil
LEO;China;484;Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites;2015-051D;China;NR;0.00131;Jiuquan Satellite Launch Center;Long March 11;40928;TW-1A;Shanghai Engineering Center for Microsatellites;466;Technology Development;Civil
LEO;China;485;Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites;2015-051C;China;NR;0.00139;Jiuquan Satellite Launch Center;Long March 11;40927;TW-1B;Nanjing University of Aeronautics and Astronautics;466;Technology Development;Civil
LEO;Austria;784;University of Toronto Institute for Aerospace Studies (UTIAS);2013-009F;Canada;Austria;0.000979;Satish Dhawan Space Center;PSLV;39091;TUGSat-1;Technical University of Graz;770;Technology Development;Civil
LEO;Japan;627;Nihon University;2008-021J;Japan;Japan;0.00143;Satish Dhawan Space Center;PSLV C9;32791;SEEDS 2;Nihon University;607;Technology Development;Civil
LEO;India;518;College of Engineering, Pune;2016-040J;India;NR;0.00131;Satish Dhawan Space Center;PSLV XL;41607;Swayam;College of Engineering, Pune;500;Technology Development;Civil
LEO;Singapore;655;Nanyang Technological University;2014-034E;Singapore;NR;0.000926;Satish Dhawan Space Center;PSLV-CA;40057;Velox 1;Nanyang Technological University;642;Technology Development;Civil
LEO;Switzerland;631;Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative;2010-035E;Switzerland;NR;0.00143;Satish Dhawan Space Center;PSLV;36799;TISat-1;Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative;611;Technology Development;Civil
LEO;Switzerland;720;Ecole Polytechnique Fédérale de Lausanne (EPFL);2009-051B;Switzerland;NR;0.000706;Satish Dhawan Space Center;PSLV;35932;SwissCube;Ecole Polytechnique Fédérale de Lausanne (EPFL);710;Technology Development;Civil
LEO;China;540;Tsinghua University;2015-049W;China;NR;0.00145;Taiyuan Launch Center;Long March 6;40919;Zijing 1;Tsinghua University;520;Technology Development;Civil
LEO;China;535;Zhejiang University;2015-049D;China;NR;0.00131;Taiyuan Launch Center;Long March 6;40902;ZP-2B;Zhejiang University;517;Technology Development;Civil
LEO;China;534;Zhejiang University;2015-049C;China;NR;0.00123;Taiyuan Launch Center;Long March 6;40901;ZP-2A;Zhejiang University;517;Technology Development;Civil
LEO;Japan;629;Nihon University;2014-029E;Japan;Japan;0.00107;Tanegashima Space Center;H-2A;39770;SPROUT;Nihon University;614;Technology Development;Civil
LEO;Japan;665;Space Oriented Higashiosaka Leading Association;2009-002E;Japan;Japan;0.000569;Tanegashima Space Center;H-2A;33496;SOHLA 1;Astrotech SOHLA;657;Technology Development;Civil
LEO;Russia;486;Samara State Aerospace University;2016-026C;Russia;NR;0.00139;Vostochny Cosmodrome;Soyuz 2.1a;41466;SAMSAT 218D;Samara State Aerospace University;467;Technology Development;Civil
LEO;Saudi Arabia;714;Space Research Institute, King Abdulaziz City for Science and Technology;2007-012J;Saudi Arabia;Saudi Arabia;0.0044;Baikonur Cosmodrome;Dnepr;31125;Saudicomsat-3;Riyadh Space Research Institute;652;Communications;Commercial
LEO;Saudi Arabia;746;Space Research Institute, King Abdulaziz City for Science and Technology;2007-012L;Saudi Arabia;Saudi Arabia;0.00686;Baikonur Cosmodrome;Dnepr;31127;Saudicomsat-4;Riyadh Space Research Institute;649;Communications;Commercial
LEO;Saudi Arabia;725;Space Research Institute, King Abdulaziz City for Science and Technology;2007-012H;Saudi Arabia;Saudi Arabia;0.00524;Baikonur Cosmodrome;Dnepr;31124;Saudicomsat-5;Riyadh Space Research Institute;651;Communications;Commercial
LEO;Saudi Arabia;758;Space Research Institute, King Abdulaziz City for Science and Technology;2007-012E;Saudi Arabia;Saudi Arabia;0.00778;Baikonur Cosmodrome;Dnepr;31121;Saudicomsat-6;Riyadh Space Research Institute;648;Communications;Commercial
LEO;Saudi Arabia;736;Space Research Institute, King Abdulaziz City for Science and Technology;2007-012C;Saudi Arabia;Saudi Arabia;0.00609;Baikonur Cosmodrome;Dnepr;31119;Saudicomsat-7;Riyadh Space Research Institute;650;Communications;Commercial
LEO;USA;490;LuxSpace Sarl;2012-001B;Luxembourg;Luxembourg;0.000802;Taiyuan Launch Center;Long March 4B;38047;Vesselsat-2;ORBCOMM Inc.;479;Communications;Commercial
LEO;USA;634;Skybox Imaging;2014-037D;USA;NR;0.000571;Baikonur Cosmodrome;Soyuz-2.1b;40072;SkySat-2;Terra Bella;626;Earth Observation;Commercial
LEO;Germany;646;Surrey Satellite Technology, Ltd.;2008-040C;United Kingdom;Germany;0.00236;Baikonur Cosmodrome;Dnepr;33314;RapidEye-1;RapidEye AG;613;Earth Observation;Commercial
LEO;Germany;638;Surrey Satellite Technology, Ltd.;2008-040A;United Kingdom;Germany;0.00121;Baikonur Cosmodrome;Dnepr;33312;RapidEye-2;RapidEye AG;621;Earth Observation;Commercial
LEO;Germany;637;Surrey Satellite Technology, Ltd.;2008-040D;United Kingdom;Germany;0.00114;Baikonur Cosmodrome;Dnepr;33315;RapidEye-3;RapidEye AG;621;Earth Observation;Commercial
LEO;Germany;638;Surrey Satellite Technology, Ltd.;2008-040E;United Kingdom;Germany;0.00121;Baikonur Cosmodrome;Dnepr;33316;RapidEye-4;RapidEye AG;621;Earth Observation;Commercial
LEO;Germany;642;Surrey Satellite Technology, Ltd.;2008-040B;United Kingdom;Germany;0.00179;Baikonur Cosmodrome;Dnepr;33313;RapidEye-5;RapidEye AG;617;Earth Observation;Commercial
LEO;USA;599;Skybox Imaging;2013-066C;USA;USA;0.0023;Dombarovsky Air Base;Dnepr;39418;SkySat-1;Terra Bella;567;Earth Observation;Commercial
LEO;Japan;849;Axelspace;2013-066H;Japan;Japan;0.018;Dombarovsky Air Base;Dnepr;39423;WNISat-1;Weathernews, Inc.;594;Earth Observation;Commercial
LEO;USA;515;Space Systems/Loral;2016-040C;USA;NR;0.00109;Satish Dhawan Space Center;PSLV XL;41601;SkySat-3;Terra Bella;500;Earth Observation;Commercial
LEO;France/Belgium/Sweden;699;EADS Astrium;2012-047A;France/UK/Germany;France;0.000212;Satish Dhawan Space Center;PSLV;38755;Spot 6;Spot Image;696;Earth Observation;Commercial
LEO;France/Belgium/Sweden;660;Airbus Defense and Space;2014-034A;France/UK/Germany;France;0.00121;Satish Dhawan Space Center;PSLV-CA;40053;Spot 7;Spot Image;643;Earth Observation;Commercial
LEO;USA;767;Ball Aerospace;2009-055A;USA;USA;0.00014;Vandenberg AFB;Delta 2;35946;Worldview 2;DigitalGlobe Corporation;765;Earth Observation;Commercial
LEO;USA;494;Ball Aerospace;2007-041A;USA;USA;0.000219;Vandenberg AFB;Delta 2;32060;Worldview 1;DigitalGlobe Corporation;491;Earth Observation;Commercial
LEO;USA;614;Ball Aerospace;2014-048A;USA;USA;0.000143;Vandenberg AFB;Atlas 5;40115;Worldview 3;DigitalGlobe Corporation;612;Earth Observation;Commercial
LEO;Canada;793;MacDonald, Dettwiler/Thales Alenia Spazio;2007-061A;Canada/Italy;Canada;0.00014;Baikonur Cosmodrome;Soyuz;32382;Radarsat-2;Radarsat International;791;Earth Observation;Commercial
LEO;Saudi Arabia;747;Space Research Institute, King Abdulaziz City for Science and Technology;2004-025D;Saudi Arabia;Saudi Arabia;0.00353;Baikonur Cosmodrome;Dnepr 1;28369;Saudicomsat-1;Riyadh Space Research Institute;697;Technology Development;Commercial
LEO;Saudi Arabia;780;Space Research Institute, King Abdulaziz City for Science and Technology;2004-025E;Saudi Arabia;Saudi Arabia;0.00591;Baikonur Cosmodrome;Dnepr 1;28370;Saudicomsat-2;Riyadh Space Research Institute;696;Technology Development;Commercial
LEO;Germany;505;Kayser-Threde GmbH;2012-039D;Germany;Germany;0.000291;Baikonur Cosmodrome;Soyuz-Fregat;38710;TET-1;German Aerospace Center;501;Technology Development;Commercial
LEO;Germany;640;StaKoDo UG;2013-066V;Germany;Germany;0.00336;Dombarovsky Air Base;Dnepr;39435;Wren;StaKoDo UG;593;Technology Development;Commercial
LEO;Singapore;623;Microspace Rapid Pte Ltd.;2014-033U;Singapore;NR;0.00136;Dombarovsky Air Base;Dnepr;40028;Popsat-HIP;Microspace Rapid Pte Ltd.;604;Technology Development;Commercial
LEO;United Kingdom;783;Surrey Satellite Technology Limited (SSTL);2013-009E;UK;United Kingdom;0.000769;Satish Dhawan Space Center;PSLV;39090;STRaND-1;Surrey Satellite Technology Limited (SSTL);772;Technology Development;Commercial
LEO;Japan;629;Advanced Engineering Services Company, Ltd.;2014-029C;Japan;Japan;0.000786;Tanegashima Space Center;H-2A;39768;SOCRATES;National Institute of Information and Communications Technology (JPN);618;Technology Development;Commercial
LEO;Iran;703;Polyot;2005-043D;Russia;NR;0.00156;Plesetsk Cosmodrome;Kosmos 3M;28893;Sinah-1;Iranian Research Organization for Science and Technology (IROST);681;Communications;Government
LEO;China;802;CAST/DFH Satellite/HIT;2011-068B;China;China;0.00126;Jiuquan Satellite Launch Center;Long March 2D;37931;Shiyan 4;Chinese Academy of Space Technology (CAST);784;Earth Observation;Government
LEO;China;658;Chinese Academy of Space Technology (CAST);2008-061A;China;China;0.00164;Jiuquan Satellite Launch Center;Long March 2D;33446;Yaogan 4;People's Liberation Army (C41);635;Earth Observation;Government
LEO;China;755;Chinese Academy of Space Technology (CAST);2013-068A;China;China;0.00112;Jiuquan Satellite Launch Center;Long March 2D;39455;Shiyan 5;Chinese Academy of Space Technology (CAST);739;Earth Observation;Government
LEO;China;665;Chinese Academy of Space Technology (CAST);2009-069A;China;China;0.00264;Jiuquan Satellite Launch Center;Long March 2D;36110;Yaogan 7;People's Liberation Army (C41);628;Earth Observation;Government
LEO;China;803;Harbin Institute of Technology;2008-056A;China;China;0.00126;Jiuquan Satellite Launch Center;Long March 2D;33433;Shiyan 3;Chinese Academy of Space Technology (CAST);785;Earth Observation;Government
LEO;China;512;Shanghai Academy of Satellite Technology (SAST);2009-021A;China;China;7.27e-05;Taiyuan Launch Center;Long March 2C;34839;Yaogan 6;People's Liberation Army (C41);511;Earth Observation;Government
LEO;China;603;Chinese Academy of Space Technology (CAST)/DFH Satellite;2010-051A;China;China;0.00136;Taiyuan Launch Center;Long March 4B;37179;Shijian 6G;Chinese Academy of Space Technology (CAST);584;Earth Observation;Government
LEO;China;602;Chinese Academy of Space Technology (CAST)/DFH Satellite;2010-051B;China;China;0.00115;Taiyuan Launch Center;Long March 4B;37180;Shijian 6H;Chinese Academy of Space Technology (CAST);586;Earth Observation;Government
LEO;China;1205;Shanghai Academy of Satellite Technology (SAST);2009-072A;China;China;0.000859;Taiyuan Launch Center;Long March 4C;36121;Yaogan 8;People's Liberation Army (C41);1192;Earth Observation;Government
LEO;China;601;Chinese Research Institute of Space Technology/Changchun Photomechanical Institute (CAS);2004-012A;China;China;0.00108;Xichang Satellite Launch Center;Long March 2C;28220;Shiyan 1;Chinese Academy of Space Technology (CAST);586;Earth Observation;Government
LEO;Russia;819;NPO Lavochkin;2014-037B;Russia;Russia;0.0138;Baikonur Cosmodrome;Soyuz-2.1b;40070;Relek;Skobeltsyn Institute of Nuclear Physics;623;Earth Observation;Government
LEO;ESA;820;QinetiQ Space Belgium;2013-021A;Belgium;ESA;0.000487;Guiana Space Center;Vega;39159;Proba V;European Space Agency (ESA);813;Earth Observation;Government
LEO;ESA;693;Thales Alenia Space Italia;2014-016A;Italy;ESA;0.000142;Guiana Space Center;Soyuz;39634;Sentinel 1A;EUMETSAT;691;Earth Observation;Government
LEO;ESA;697;Thales Alenia Space;2016-025A;France;NR;0.000142;Guiana Space Center;Soyuz 2.1a;41456;Sentinel 1B;EUMETSAT;695;Earth Observation;Government
LEO;ESA;788;Airbus Defense and Space;2015-028A;France/UK/Germany;NR;6.99e-05;Guiana Space Center;Vega;40697;Sentinel 2A;EUMETSAT;787;Earth Observation;Government
LEO;ESA;760;Thales Alenia Space;2009-059A;France;ESA;7.01e-05;Plesetsk Cosmodrome;Breeze KM;36036;SMOS;Centre National d'Etudes Spatiales (CNES)/European Space Agency;759;Earth Observation;Government
LEO;ESA;804;Thales Alenia Space;2016-011A;France;NR;0.000139;Plesetsk Cosmodrome;Rokot;41335;Sentinel 3A;EUMETSAT;802;Earth Observation;Government
LEO;India/France;785;Indian Space Research Organization (ISRO);2013-009A;India;NR;0.00021;Satish Dhawan Space Center;PSLV;39086;SARAL;Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES);782;Earth Observation;Government
LEO;USA;686;Jet Propulsion Laboratory (NASA);2015-003A;USA;NR;0.00185;Vandenberg AFB;Delta 2;40376;SMAP;National Aeronautics and Space Administration (NASA);660;Earth Observation;Government
LEO;Saudi Arabia;677;King Abdulaziz City for Science and Technology;2007-012B;Saudi Arabia;Saudi Arabia;0.00149;Baikonur Cosmodrome;Dnepr;31118;Saudisat-3;Riyadh Space Research Institute;656;Earth Observation;Government
LEO;Saudi Arabia;734;Riyadh Space Research Institute;2004-025F;Saudi Arabia;Saudi Arabia;0.00268;Baikonur Cosmodrome;Dnepr 1;28371;Saudisat-2;Riyadh Space Research Institute;696;Earth Observation;Government
LEO;United Kingdom;662;Surrey Satellite Technology Ltd. (SSTL);2009-041C;United Kingdom;United Kingdom;0.000142;Baikonur Cosmodrome;Dnepr;35683;UK-DMC-2;UK/DMC International Imaging (DMCII);660;Earth Observation;Government
LEO;Turkey;697;Space Technologies Research Institute;2011-044D;Turkey;Turkey;0.00213;Dombarovsky Air Base;Dnepr 1;37791;RASAT;Space Technologies Research Institute;667;Earth Observation;Government
LEO;Thailand;826;EADS Astrium;2008-049A;France;Thailand;0.000139;Dombarovsky Air Base;Dnepr;33396;Theos;Geo-Informatics and Space Technology Development Agency (GISTDA);824;Earth Observation;Government
LEO;France;691;Astrium;2012-068A;France;France;0.000921;Guiana Space Center;Soyuz STA/Fregat;39019;Pléiades HR1B;Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden;678;Earth Observation;Government
LEO;France/Italy;699;Astrium;2011-076F;France;France;0.000141;Guiana Space Center;Soyuz 2/Fregat;38012;Pléiades HR1A;Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden;697;Earth Observation;Government
LEO;Vietnam;685;EADS Astrium;2013-021B;France;NR;0.000213;Guiana Space Center;Vega;39160;VNREDSat 1A;Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST);682;Earth Observation;Government
